ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Is_Pre_PQ,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Freight_Cost_per_KG,Freight_Pct_of_Value,Delivery_Variance_Days,Data_Subset,Mode_Clean,,,
47089,116-ZA-T30,FPQ-11828,SCMS-183950,ASN-19166,South Africa,South Africa Field Office,Direct Drop,DDP,Truck,1,3/18/2013,,4/16/2013,4/16/2013,4/16/2013,ARV,Pediatric,S. BUYS WHOLESALER,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,517,2812.74,5.44,0.02,"Cipla, Goa, India",No,Weight Captured Separately,Freight Included in Commodity Cost,3.48,#VALUE!,#VALUE!,0,Non-Billable,TRUCK,,,
47136,116-ZA-T30,FPQ-11828,SCMS-183950,ASN-19166,South Africa,South Africa Field Office,Direct Drop,DDP,Truck,1,3/18/2013,,4/16/2013,4/16/2013,4/16/2013,ARV,Adult,S. BUYS WHOLESALER,"Nevirapine 200mg [Viramune], tablets, 60 Tabs",Nevirapine,Viramune,200mg,Tablet,60,225,4157.82,18.48,0.31,"Boehringer Ing., Koropi, GR",No,Weight Captured Separately,Freight Included in Commodity Cost,5.14,#VALUE!,#VALUE!,0,Non-Billable,TRUCK,,,
47200,106-HT-T30,FPQ-13797,SCMS-234020,ASN-27349,Haiti,PMO - US,Direct Drop,EXW,Air,0,3/20/2014,5/5/2014,10/29/2014,10/29/2014,11/12/2014,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,29635,195887.35,6.61,0.11,Hetero Unit III Hyderabad IN,Yes,2608,21886.49,201.37,8.392059049,11.17299815,0,Billable,AIR,,,
47212,114-UG-T30,FPQ-14407,SCMS-244420,ASN-29216,Uganda,PMO - US,Direct Drop,FCA,Air,0,6/11/2014,6/23/2014,11/14/2014,11/14/2014,11/16/2014,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,80,2465.6,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,136,2077.87,2.53,15.27845588,84.27441596,0,Billable,AIR,,,
47221,105-SS-T30,FPQ-15569,SCMS-272140,ASN-31129,South Sudan,PMO - US,Direct Drop,EXW,Air,0,12/29/2014,2/20/2015,5/8/2015,5/8/2015,5/11/2015,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,10,320,32,1.6,"Trinity Biotech, Plc",No,See ASN-31129 (ID#:40205),See ASN-31129 (ID#:40205),0.38,#VALUE!,#VALUE!,0,Non-Billable,AIR,,,
47233,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27980,South Africa,PMO - US,Direct Drop,DDP,Truck,0,7/11/2013,8/27/2014,8/27/2014,8/27/2014,8/27/2014,ARV,Adult,S. BUYS WHOLESALER,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,11,370.96,33.72,1.12,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.46,#VALUE!,#VALUE!,0,Non-Billable,TRUCK,,,
47236,102-SD-T30,FPQ-7103,SCMS-100520,ASN-10315,Sudan,PMO - US,Direct Drop,FCA,Air,0,2/5/2011,3/2/2011,4/29/2011,4/29/2011,4/29/2011,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,N/A,Test kit - Ancillary,100,25,200,8,0.08,Inverness Japan,Yes,2,1201.72,0.33,600.86,600.86,0,Billable,AIR,,,
47253,108-VN-T30,FPQ-7565,SCMS-107630,ASN-11362,Vietnam,PMO - US,Direct Drop,EXW,Air,0,4/21/2011,5/2/2011,7/26/2011,7/26/2011,7/26/2011,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,11000,58850,5.35,0.09,"Strides, Bangalore, India.",Yes,3828,15089.11,97.1,3.941773772,25.63994902,0,Billable,AIR,,,
47301,103-ZW-T30,FPQ-15398,SCMS-264880,ASN-29746,Zimbabwe,PMO - US,Direct Drop,EXW,Air,0,11/14/2014,11/17/2014,2/3/2015,2/3/2015,2/3/2015,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,814,0.01,0,0,Mylan (formerly Matrix) Nashik,Yes,60,1344.94,0,22.41566667,13449400,0,Billable,AIR,,,
47302,105-GY-T30,FPQ-11562,SCMS-180000,ASN-18805,Guyana,PMO - US,Direct Drop,EXW,Air,0,2/7/2013,3/6/2013,4/18/2013,4/18/2013,4/18/2013,ARV,Pediatric,Aurobindo Pharma Limited,"Zidovudine 100mg, capsules, 100 Caps",Zidovudine,Generic,100mg,Capsule,100,218,1002.8,4.6,0.05,"Aurobindo Unit III, India",No,See ASN-18805 (ID#:18997),See ASN-18805 (ID#:18997),1.24,#VALUE!,#VALUE!,0,Non-Billable,AIR,,,
47311,104-CI-T30,FPQ-8366,SCMS-124280,ASN-13315,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Ocean,0,9/5/2011,10/11/2011,3/23/2012,3/23/2012,3/23/2012,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1573,48479.86,30.82,0.26,ABBVIE Ludwigshafen Germany,Yes,393,40289,79.99,102.5165394,83.10461293,0,Billable,OCEAN,,,
47312,116-ZA-T30,FPQ-13214,SCMS-215410,ASN-23875,South Africa,PMO - US,Direct Drop,DDP,Truck,0,11/14/2013,12/2/2013,1/13/2014,1/13/2014,1/13/2014,ARV,Adult,S. BUYS WHOLESALER,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,26,777.92,29.92,1,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.8,#VALUE!,#VALUE!,0,Non-Billable,TRUCK,,,
47356,161-ZA-T30,FPQ-5303,SCMS-68990,ASN-7181,South Africa,PMO - US,Direct Drop,DDP,Air,0,3/18/2010,3/19/2010,6/9/2010,6/10/2010,6/10/2010,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,11980,37737,3.15,0.01,"Aurobindo Unit III, India",Yes,4621,4762.44,81.36,1.030608093,12.62008109,1,Billable,AIR,,,
47388,106-HT-T30,FPQ-9636,SCMS-148360,ASN-16560,Haiti,PMO - US,Direct Drop,EXW,Ocean,0,5/14/2012,7/3/2012,12/20/2012,12/20/2012,12/20/2012,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,37680,288252,7.65,0.13,"Aurobindo Unit III, India",No,See ASN-16560 (ID#:29734),See ASN-16560 (ID#:29734),404.13,#VALUE!,#VALUE!,0,Non-Billable,OCEAN,,,
47400,113-ZW-T30,FPQ-13669,SCMS-225830,ASN-26283,Zimbabwe,PMO - US,Direct Drop,EXW,Air,0,2/3/2014,2/12/2014,6/18/2014,6/18/2014,6/25/2014,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,N/A,Test kit - Ancillary,1,3939,19695,5,5,"Alere Medical Co., Ltd.",No,See ASN-26283 (ID#:46875),See ASN-26283 (ID#:46875),20.25,#VALUE!,#VALUE!,0,Non-Billable,AIR,,,
47406,110-ZM-T30,FPQ-11390,SCMS-173920,ASN-19078,Zambia,PMO - US,Direct Drop,EXW,Air,0,1/8/2013,1/23/2013,6/5/2013,6/5/2013,6/5/2013,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,2607,208560,80,0.8,"Alere Medical Co., Ltd.",Yes,1080,19598.71,257.99,18.1469537,9.397156694,0,Billable,AIR,,,
47411,114-UG-T30,FPQ-12777,SCMS-202561,ASN-22987,Uganda,PMO - US,Direct Drop,EXW,Air,0,8/5/2013,10/28/2013,12/12/2013,12/12/2013,12/13/2013,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 100 ml",Nevirapine,Generic,10mg/ml,Oral suspension,100,700,910,1.3,0.01,"Aurobindo Unit III, India",Yes,Weight Captured Separately,Invoiced Separately,1.13,#VALUE!,#VALUE!,0,Non-Billable,AIR,,,
47413,106-HT-T30,FPQ-12590,SCMS-210530,ASN-22712,Haiti,PMO - US,Direct Drop,EXW,Air,0,8/21/2013,10/25/2013,1/24/2014,1/24/2014,1/29/2014,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,5000,100000,20,0.67,Mylan (formerly Matrix) Nashik,Yes,1189,7296.97,123.7,6.13706476,7.29697,0,Billable,AIR,,,
47432,104-CI-T30,FPQ-12622,SCMS-201213,ASN-26834,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,7/16/2013,8/15/2013,7/8/2014,7/8/2014,7/10/2014,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25,1400,28700,20.5,0.82,"Standard Diagnostics, Korea",Yes,468,5372.87,35.5,11.48049145,18.72080139,0,Billable,AIR,,,
47443,114-UG-T30,FPQ-4085,SCMS-53080,ASN-5062,Uganda,PMO - US,Direct Drop,FCA,Air,0,8/25/2009,9/10/2009,10/20/2009,10/20/2009,10/20/2009,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,120,4339.2,36.16,0.3,ABBVIE Ludwigshafen Germany,Yes,36,1025.69,8.5,28.49138889,23.63776733,0,Billable,AIR,,,
47473,103-ZW-T30,FPQ-16527,SCMS-294730,ASN-33622,Zimbabwe,PMO - US,Direct Drop,FCA,Air,0,7/1/2015,7/10/2015,8/20/2015,8/20/2015,8/21/2015,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,4497,138597.54,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,3968,Freight Included in Commodity Cost,163.13,#VALUE!,#VALUE!,0,Non-Billable,AIR,,,
47495,900-SZ-T30,FPQ-8386,SCMS-122630,ASN-13382,Swaziland,PMO - US,Direct Drop,EXW,Ocean,0,9/14/2011,9/22/2011,3/19/2012,3/19/2012,3/19/2012,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine+Efavirenz 150/300mg+600mg, tablets, co-blister 60+30 Tabs",Lamivudine/Zidovudine+Efavirenz,Generic,150/300mg+600mg,Tablet - FDC + co-blister,90,46855,637228,13.6,0.15,"Aurobindo Unit III, India",Yes,7712,13491.19,1051.43,1.749376297,2.117168423,0,Billable,OCEAN,,,
47516,116-ZA-T30,FPQ-11828,SCMS-183950,ASN-19166,South Africa,South Africa Field Office,Direct Drop,DDP,Truck,1,3/18/2013,,4/16/2013,4/16/2013,4/16/2013,ARV,Adult,S. BUYS WHOLESALER,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,7242,148900.86,20.56,0.69,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,184.19,#VALUE!,#VALUE!,0,Non-Billable,TRUCK,,,
47536,102-BW-T30,FPQ-6645,SCMS-92630,ASN-9552,Botswana,PMO - US,Direct Drop,EXW,Air,0,11/11/2010,12/2/2010,3/2/2011,3/2/2011,3/2/2011,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,10,800,80,0.8,Inverness Japan,Yes,5,767.63,1.32,153.526,95.95375,0,Billable,AIR,,,
47541,107-RW-T30,FPQ-10092,SCMS-149431,ASN-15554,Rwanda,PMO - US,Direct Drop,EXW,Air,0,6/4/2012,6/12/2012,8/4/2012,8/4/2012,8/4/2012,ARV,Adult,HETERO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,37140,86907.6,2.34,0.04,Hetero Unit III Hyderabad IN,No,See ASN-15554 (ID#:33116),See ASN-15554 (ID#:33116),121.84,#VALUE!,#VALUE!,0,Non-Billable,AIR,,,
47546,151-NG-T30,FPQ-11880,SCMS-185370,ASN-19780,Nigeria,PMO - US,Direct Drop,FCA,Air,0,3/20/2013,4/19/2013,7/23/2013,7/23/2013,7/23/2013,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,5360,31838.4,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,619,5506.01,39.38,8.895008078,17.293614,0,Billable,AIR,,,
47559,161-ZA-T30,FPQ-5648,SCMS-75440,ASN-8696,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,6/2/2010,6/17/2010,2/4/2011,2/4/2011,2/4/2011,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,100000,235000,2.35,0.08,"Aurobindo Unit III, India",Yes,5634,17819.74,506.66,3.162893149,7.582868085,0,Billable,OCEAN,,,
47576,161-ZA-T30,FPQ-6262,SCMS-84210,ASN-10511,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,8/31/2010,9/21/2010,4/5/2011,5/30/2011,5/30/2011,ARV,Adult,CIPLA LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,38400,107136,2.79,0.05,"Cipla, Goa, India",Yes,Weight Captured Separately,Freight Included in Commodity Cost,230.99,#VALUE!,#VALUE!,55,Non-Billable,OCEAN,,,
47581,106-HT-T30,FPQ-10785,SCMS-162820,ASN-17024,Haiti,PMO - US,Direct Drop,DDP,Truck,0,10/11/2012,10/16/2012,10/30/2012,10/30/2012,10/30/2012,HRDT,HIV test,REINBOLD EXPORT IMPORT,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,1000,133000,133,1.33,"Alere Medical Co., Ltd.",Yes,Weight Captured Separately,Freight Included in Commodity Cost,164.52,#VALUE!,#VALUE!,0,Non-Billable,TRUCK,,,
47587,105-GY-T30,FPQ-14694,SCMS-252350,ASN-28008,Guyana,PMO - US,Direct Drop,EXW,Air,0,7/28/2014,8/14/2014,9/24/2014,9/24/2014,10/8/2014,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,605,60500,100,1,"Alere Medical Co., Ltd.",Yes,Weight Captured Separately,Invoiced Separately,62.19,#VALUE!,#VALUE!,0,Non-Billable,AIR,,,
47616,103-ZW-T30,FPQ-11488,SCMS-174670,ASN-20191,Zimbabwe,PMO - US,Direct Drop,FCA,Air,0,1/17/2013,2/1/2013,7/8/2013,7/8/2013,7/8/2013,ARV,Pediatric,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,25mg,Chewable/dispersible tablet,60,703,4921,7,0.12,Bristol-Myers Squibb Anagni IT,Yes,162,2365.05,6.09,14.59907407,48.06035359,0,Billable,AIR,,,
47625,161-ZA-T30,FPQ-5303,SCMS-68750,ASN-8703,South Africa,PMO - US,Direct Drop,DDP,Air,0,3/18/2010,3/19/2010,10/13/2010,12/1/2010,12/1/2010,ARV,Adult,CIPLA LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,54247,424211.54,7.82,0.26,"Cipla, Goa, India",Yes,3728,3646.13,914.6,0.978039163,0.859507499,49,Billable,AIR,,,
47638,102-GY-T30,FPQ-8053,SCMS-115820,ASN-11658,Guyana,PMO - US,Direct Drop,EXW,Air,0,7/13/2011,7/20/2011,8/8/2011,8/8/2011,8/8/2011,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20,15,435,29,1.45,Chembio Diagnostics Sys. Inc.,Yes,6,325.67,0.72,54.27833333,74.86666667,0,Billable,AIR,,,
47642,101-CD-T30,FPQ-16001,SCMS-280220,ASN-32231,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,0,3/10/2015,3/17/2015,7/23/2015,7/23/2015,7/29/2015,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,262,20960,80,0.8,"Alere Medical Co., Ltd.",No,See ASN-32231 (ID#:13648),See ASN-32231 (ID#:13648),24.67,#VALUE!,#VALUE!,0,Non-Billable,AIR,,,
47653,116-ZA-T30,FPQ-14942,SCMS-259071,ASN-29596,South Africa,PMO - US,Direct Drop,DDP,Truck,0,9/11/2014,11/28/2014,11/28/2014,11/28/2014,11/28/2014,ARV,Adult,PHARMACY DIRECT,"Etravirine 100mg [Intelence], tablets, 120 Tabs",Etravirine,Intelence,100mg,Tablet,120,33,844.57,25.59,0.21,"Janssen-Cilag, Latina, IT",No,Weight Captured Separately,Freight Included in Commodity Cost,0.87,#VALUE!,#VALUE!,0,Non-Billable,TRUCK,,,
47666,116-ZA-T30,FPQ-14942,SCMS-259078,ASN-33470,South Africa,PMO - US,Direct Drop,DDP,Truck,0,9/11/2014,10/9/2014,7/24/2015,7/24/2015,7/24/2015,ARV,Adult,PHARMACY DIRECT,"Didanosine 400mg, delayed-release capsules, 30 Caps",Didanosine,Generic,400mg,Delayed-release capsules,30,8,122.18,15.27,0.51,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.13,#VALUE!,#VALUE!,0,Non-Billable,TRUCK,,,
47676,116-ZA-T30,FPQ-7176,SCMS-104390,ASN-11438,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,3/10/2011,4/1/2011,9/14/2011,9/14/2011,9/14/2011,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,164,1380.88,8.42,0.14,"Aurobindo Unit III, India",Yes,Weight Captured Separately,Freight Included in Commodity Cost,2.28,#VALUE!,#VALUE!,0,Non-Billable,OCEAN,,,
47677,108-VN-T30,FPQ-10811,SCMS-164520,ASN-18693,Vietnam,PMO - US,Direct Drop,FCA,Air,0,10/15/2012,11/7/2012,4/3/2013,4/3/2013,4/3/2013,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs",Ritonavir,Norvir,100mg,Tablet,30,187,4349.62,23.26,0.78,ABBVIE Ludwigshafen Germany,Yes,16,958.85,5.38,59.928125,22.04445446,0,Billable,AIR,,,
47722,116-ZA-T30,FPQ-14942,SCMS-259079,ASN-33851,South Africa,PMO - US,Direct Drop,DDP,Truck,0,9/11/2014,10/9/2014,8/24/2015,8/24/2015,8/24/2015,ARV,Adult,PHARMACY DIRECT,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,10,234.38,23.44,0.78,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.24,#VALUE!,#VALUE!,0,Non-Billable,TRUCK,,,
47759,108-VN-T30,FPQ-3896,SCMS-48270,ASN-5131,Vietnam,PMO - US,Direct Drop,EXW,Air,0,6/25/2009,6/26/2009,10/26/2009,10/26/2009,10/26/2009,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,5964,51350.04,8.61,0.14,"Aurobindo Unit III, India",No,See ASN-5131 (ID#:25886),See ASN-5131 (ID#:25886),100.65,#VALUE!,#VALUE!,0,Non-Billable,AIR,,,
47817,102-SS-T30,FPQ-9038,SCMS-137170,ASN-14402,South Sudan,PMO - US,Direct Drop,EXW,Air,0,1/17/2012,2/15/2012,5/15/2012,5/15/2012,5/15/2012,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,179,5728,32,1.6,"Trinity Biotech, Plc",Yes,63,2147.11,8.03,34.08111111,37.48446229,0,Billable,AIR,,,
47831,108-VN-T30,FPQ-4265,SCMS-56210,ASN-5539,Vietnam,PMO - US,Direct Drop,FCA,Air,0,10/20/2009,11/5/2009,12/11/2009,12/11/2009,12/11/2009,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1720,141384,82.2,0.68,ABBVIE Ludwigshafen Germany,Yes,424,10296.99,277.11,24.28535377,7.282995247,0,Billable,AIR,,,
47837,107-RW-T30,FPQ-3859,SCMS-48850,ASN-4656,Rwanda,PMO - US,Direct Drop,CIP,Air,0,6/30/2009,7/16/2009,8/10/2009,8/10/2009,8/10/2009,ARV,Adult,HETERO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,9300,28737,3.09,0.05,Hetero Unit III Hyderabad IN,Yes,550,3054.13,56.32,5.552963636,10.62786651,0,Billable,AIR,,,
47853,109-TZ-T30,FPQ-4157,SCMS-52775,ASN-5402,Tanzania,PMO - US,Direct Drop,EXW,Air,0,8/27/2009,9/3/2009,1/18/2010,1/18/2010,1/18/2010,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100,2024,141680,70,0.7,Inverness Japan,Yes,461,6923.2,277.69,15.01778742,4.8865048,0,Billable,AIR,,,
47857,117-ET-T30,FPQ-9098,SCMS-133540,ASN-14233,Ethiopia,PMO - US,Direct Drop,EXW,Air,0,1/10/2012,1/23/2012,3/27/2012,3/27/2012,3/27/2012,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20,340,9860,29,1.45,Chembio Diagnostics Sys. Inc.,Yes,151,827.88,13.82,5.482649007,8.396348884,0,Billable,AIR,,,
47862,111-MZ-T30,FPQ-14235,SCMS-247380,ASN-29098,Mozambique,PMO - US,Direct Drop,CIP,Air,0,5/21/2014,7/28/2014,11/21/2014,11/21/2014,12/10/2014,ARV,Adult,JANSSEN SCIENCES IRELAND UC (FORMERLY JANSSEN R&D IRELAND),"Darunavir 600mg [Prezista], tablets, 60 Tabs",Darunavir,Prezista,600mg,Tablet,60,50,2700,54,0.9,"Janssen-Cilag, Latina, IT",Yes,Weight Captured Separately,Freight Included in Commodity Cost,2.78,#VALUE!,#VALUE!,0,Non-Billable,AIR,,,
47864,108-VN-T30,FPQ-5094,SCMS-68820,ASN-7170,Vietnam,PMO - US,Direct Drop,FCA,Air,0,3/15/2010,3/31/2010,6/21/2010,6/21/2010,6/21/2010,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1785,146727,82.2,0.68,ABBVIE Ludwigshafen Germany,Yes,266,6937.66,316.34,26.08142857,4.728277686,0,Billable,AIR,,,
47870,102-SD-T30,FPQ-8261,SCMS-120462,ASN-12337,Sudan,PMO - US,Direct Drop,EXW,Air,0,8/29/2011,9/7/2011,1/11/2012,1/11/2012,1/11/2012,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,39,1248,32,1.6,"Trinity Biotech, Plc",Yes,13,581.73,2.06,44.74846154,46.61298077,0,Billable,AIR,,,
47923,113-ZW-T30,FPQ-3998,SCMS-50150,ASN-4753,Zimbabwe,PMO - US,Direct Drop,EXW,Air,0,7/14/2009,7/25/2009,9/7/2009,9/7/2009,9/7/2009,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,1000,72000,72,0.72,Inverness Japan,Yes,324,3791.81,141.12,11.70311728,5.266402778,0,Billable,AIR,,,
