ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Is_Pre_PQ,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Freight_Cost_per_KG,Freight_Pct_of_Value,Delivery_Variance_Days,Data_Subset,Mode_Clean,,,
46228,103-ZW-T30,FPQ-13969,SCMS-239220,ASN-27095,Zimbabwe,PMO - US,Direct Drop,EXW,Air,0,4/8/2014,5/16/2014,7/30/2014,7/30/2014,7/31/2014,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,60,48127,95772.73,1.99,0.03,Mylan (formerly Matrix) Nashik,Yes,2383,18232.17,98.45,7.650931599,19.03691166,0,Billable,AIR,,,
46250,101-CD-T30,FPQ-14636,SCMS-250230,ASN-29533,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,0,7/23/2014,7/31/2014,2/12/2015,2/12/2015,2/24/2015,ARV,Adult,MICRO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,3974,6835.28,1.72,0.03,"Micro labs, Verna, Goa, India",Yes,209,3743.84,7.03,17.91311005,54.77229901,0,Billable,AIR,,,
46310,A02-SL-T50,FPQ-16015,SCMS-285380,ASN-31929,Sierra Leone,PMO - US,Direct Drop,EXW,Air,0,4/3/2015,4/20/2015,5/20/2015,5/20/2015,6/19/2015,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,400,12800,32,1.6,"Trinity Biotech, Plc",Yes,Weight Captured Separately,Invoiced Separately,15.07,#VALUE!,#VALUE!,0,Non-Billable,AIR,,,
46323,105-GH-T30,FPQ-14052,SCMS-237820,ASN-26537,Ghana,PMO - US,Direct Drop,EXW,Air,0,4/12/2014,5/23/2014,7/17/2014,7/17/2014,7/17/2014,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,2286,3451.86,1.51,0.01,"Aurobindo Unit III, India",Yes,972,7719,3.55,7.941358025,223.6185709,0,Billable,AIR,,,
46348,111-MZ-T30,FPQ-11915,SCMS-185200,ASN-21426,Mozambique,PMO - US,Direct Drop,EXW,Air,0,3/20/2013,4/11/2013,10/9/2013,10/9/2013,11/6/2013,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,18025,52633,2.92,0.05,"Strides, Bangalore, India.",Yes,1139,4683.02,65.11,4.111518876,8.897497768,0,Billable,AIR,,,
46353,133-NG-T30,FPQ-10349,SCMS-155300,ASN-17316,Nigeria,PMO - US,Direct Drop,EXW,Air,0,7/17/2012,8/10/2012,12/21/2012,12/21/2012,12/21/2012,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,6042,193344,32,1.6,"Trinity Biotech, Plc",Yes,1990,22859.07,271.07,11.48696985,11.82300459,0,Billable,AIR,,,
46355,106-HT-T30,FPQ-14083,SCMS-240200,ASN-27005,Haiti,PMO - US,Direct Drop,EXW,Air,0,5/11/2014,6/2/2014,8/25/2014,8/25/2014,8/28/2014,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,58,232,4,0.13,Mylan (formerly Matrix) Nashik,Yes,19,1274.35,0.24,67.07105263,549.2887931,0,Billable,AIR,,,
46372,116-ZA-T30,FPQ-5535,SCMS-71370,ASN-7373,South Africa,PMO - US,Direct Drop,DDP,Truck,0,4/19/2010,4/21/2010,5/31/2010,5/31/2010,5/31/2010,ARV,Pediatric,S. BUYS WHOLESALER,"Nevirapine 10mg/ml [Viramune], oral suspension, Bottle, 240 ml",Nevirapine,Viramune,10mg/ml,Oral suspension,240,120,1897.36,15.81,0.07,Boehringer Ingelheim Roxane US,No,Weight Captured Separately,Freight Included in Commodity Cost,4.09,#VALUE!,#VALUE!,0,Non-Billable,TRUCK,,,
46395,116-ZA-T30,FPQ-13214,SCMS-215430,ASN-23608,South Africa,PMO - US,Direct Drop,DDP,Truck,0,11/14/2013,12/2/2013,12/9/2013,12/9/2013,12/20/2013,ARV,Pediatric,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,4,92.5,23.12,0.08,ABBVIE (Abbott) Logis. UK,Yes,Weight Captured Separately,Freight Included in Commodity Cost,0.1,#VALUE!,#VALUE!,0,Non-Billable,TRUCK,,,
46409,101-CD-T30,FPQ-16001,SCMS-280220,ASN-32231,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,0,3/10/2015,3/17/2015,7/23/2015,7/23/2015,7/29/2015,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,552,44160,80,0.8,"Alere Medical Co., Ltd.",No,See ASN-32231 (ID#:13648),See ASN-32231 (ID#:13648),51.98,#VALUE!,#VALUE!,0,Non-Billable,AIR,,,
46411,104-CI-T30,FPQ-12135,SCMS-188310,ASN-23737,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,4/18/2013,5/21/2013,1/22/2014,1/22/2014,1/27/2014,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,4400,352000,80,0.8,"Alere Medical Co., Ltd.",Yes,1808,23237.62,435.42,12.85266593,6.601596591,0,Billable,AIR,,,
46429,103-ML-T30,FPQ-15006,SCMS-260710,ASN-31431,Mali,PMO - US,Direct Drop,CIP,Air,0,10/7/2014,11/18/2014,5/20/2015,5/20/2015,7/16/2015,HRDT,HIV test - Ancillary,Orasure Technologies Inc.,"HIV, OraQuick Controls Kit, 3 Vials","HIV, OraQuick Controls Kit, 3 Vials",OraQuick,N/A,Test kit - Ancillary,1,20,500,25,25,"Orasure Technologies, Inc USA",Yes,Weight Captured Separately,Freight Included in Commodity Cost,0.51,#VALUE!,#VALUE!,0,Non-Billable,AIR,,,
46432,104-CI-T30,FPQ-3967,SCMS-52590,ASN-5279,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,8/21/2009,9/14/2009,11/10/2009,11/10/2009,11/10/2009,ARV,Adult,Aurobindo Pharma Limited,"Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs",Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30,1461,33603,23,0.77,"Aurobindo Unit III, India",Yes,154,2986.16,65.86,19.39064935,8.886587507,0,Billable,AIR,,,
46447,114-UG-T30,FPQ-12290,SCMS-192170,ASN-22706,Uganda,PMO - US,Direct Drop,CIP,Air,0,5/17/2013,7/3/2013,11/20/2013,11/20/2013,11/21/2013,ARV,Adult,ASPEN PHARMACARE,"Darunavir 300mg [Prezista], tablets, 120 Tabs",Darunavir,Prezista,300mg,Tablet,120,841,56010.6,66.6,0.55,"Aspen-OSD, Port Elizabeth, SA",Yes,169,359.53,69.29,2.12739645,0.641896355,0,Billable,AIR,,,
46460,114-UG-T30,FPQ-15303,SCMS-264950,ASN-31157,Uganda,PMO - US,Direct Drop,EXW,Air,0,11/11/2014,11/25/2014,4/8/2015,4/8/2015,4/8/2015,ARV,Pediatric,Aurobindo Pharma Limited,"Lopinavir/Ritonavir 100/25mg, tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,1560,12542.4,8.04,0.13,"Aurobindo Unit III, India",Yes,166,1488.99,14.76,8.969819277,11.87165136,0,Billable,AIR,,,
46464,104-CI-T30,FPQ-8210,SCMS-124150,ASN-13582,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,8/11/2011,10/5/2011,2/17/2012,2/17/2012,2/17/2012,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,2746,219680,80,0.8,"Alere Medical Co., Ltd.",Yes,1312,27254.17,362.47,20.77299543,12.40630462,0,Billable,AIR,,,
46468,161-ZA-T30,FPQ-7175,SCMS-103910,ASN-11194,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,3/10/2011,3/28/2011,9/6/2011,9/6/2011,9/6/2011,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,515000,1251450,2.43,0.04,"Strides, Bangalore, India.",Yes,Weight Captured Separately,Freight Included in Commodity Cost,2064.89,#VALUE!,#VALUE!,0,Non-Billable,OCEAN,,,
46502,108-VN-T30,FPQ-10811,SCMS-164680,ASN-18664,Vietnam,PMO - US,Direct Drop,EXW,Air,0,10/15/2012,11/7/2012,4/2/2013,4/2/2013,4/2/2013,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,24377,170639,7,0.12,Hetero Unit III Hyderabad IN,No,See ASN-18664 (ID#:19406),See ASN-18664 (ID#:19406),211.08,#VALUE!,#VALUE!,0,Non-Billable,AIR,,,
46512,104-CI-T30,FPQ-7325,SCMS-106600,ASN-11739,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,3/9/2011,5/5/2011,9/8/2011,9/8/2011,9/8/2011,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,494,39520,80,0.8,Inverness Japan,Yes,240,7681.19,65.21,32.00495833,19.43620951,0,Billable,AIR,,,
46513,116-ZA-T30,FPQ-14942,SCMS-259075,ASN-32122,South Africa,PMO - US,Direct Drop,DDP,Truck,0,9/11/2014,5/11/2015,5/12/2015,5/12/2015,5/12/2015,ARV,Adult,PHARMACY DIRECT,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,11,240.14,21.83,0.73,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.25,#VALUE!,#VALUE!,0,Non-Billable,TRUCK,,,
46556,116-ZA-T30,FPQ-15269,SCMS-267020,ASN-29764,South Africa,PMO - US,Direct Drop,DDP,Truck,0,10/29/2014,12/10/2014,12/10/2014,12/10/2014,12/10/2014,ARV,Pediatric,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,2,10.34,5.17,0.09,ABBVIE Ludwigshafen Germany,No,Weight Captured Separately,Freight Included in Commodity Cost,0.01,#VALUE!,#VALUE!,0,Non-Billable,TRUCK,,,
46574,107-RW-T30,FPQ-8741,SCMS-129530,ASN-15232,Rwanda,PMO - US,Direct Drop,CIP,Air,0,11/30/2011,3/9/2012,6/15/2012,6/15/2012,6/15/2012,ARV,Pediatric,CIPLA LIMITED,"Lamivudine/Stavudine 60/12mg, dispersible tablets, 60 Tabs",Lamivudine/Stavudine,Generic,60/12mg,Chewable/dispersible tablet - FDC,60,672,2466.24,3.67,0.06,"Cipla, Goa, India",Yes,49,221.96,3.46,4.529795918,8.999935124,0,Billable,AIR,,,
46582,108-VN-T30,FPQ-7565,SCMS-107620,ASN-10838,Vietnam,PMO - US,Direct Drop,EXW,Air,0,4/21/2011,4/29/2011,6/10/2011,6/10/2011,6/10/2011,ARV,Adult,CIPLA LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,4500,29025,6.45,0.22,"Cipla, Goa, India",Yes,320,4890.38,47.89,15.2824375,16.84885444,0,Billable,AIR,,,
46587,161-ZA-T30,FPQ-5303,SCMS-68950,ASN-7102,South Africa,PMO - US,Direct Drop,DDP,Air,0,3/18/2010,3/19/2010,6/11/2010,6/11/2010,6/11/2010,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,52379,132518.87,2.53,0.04,"Aurobindo Unit III, India",Yes,2512,4116.82,285.71,1.638861465,3.106591537,0,Billable,AIR,,,
46590,108-VN-T30,FPQ-5094,SCMS-68580,ASN-7284,Vietnam,PMO - US,Direct Drop,EXW,Air,0,3/15/2010,3/24/2010,7/21/2010,7/21/2010,7/21/2010,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,63421,272710.3,4.3,0.14,Mylan (formerly Matrix) Nashik,Yes,5101,13241.08,587.96,2.595781219,4.855364832,0,Billable,AIR,,,
46625,102-SD-T30,FPQ-6171,SCMS-81720,ASN-8234,Sudan,PMO - US,Direct Drop,EXW,Air,0,8/5/2010,8/19/2010,11/1/2010,11/1/2010,11/1/2010,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25,24,480,20,0.8,"Standard Diagnostics, Korea",Yes,75,1539.55,1.03,20.52733333,320.7395833,0,Billable,AIR,,,
46653,116-ZA-T30,FPQ-4054,SCMS-51250,ASN-5056,South Africa,PMO - US,Direct Drop,DDP,Truck,0,7/29/2009,8/7/2009,8/24/2009,8/24/2009,8/24/2009,ARV,Pediatric,S. BUYS WHOLESALER,"Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml",Lamivudine,Epivir,10mg/ml,Oral solution,240,300,2040.28,6.8,0.03,GSK Mississauga (Canada),Yes,Weight Captured Separately,Freight Included in Commodity Cost,4,#VALUE!,#VALUE!,0,Non-Billable,TRUCK,,,
46669,133-NG-T30,FPQ-8117,SCMS-118180,ASN-12397,Nigeria,PMO - US,Direct Drop,EXW,Air,0,7/28/2011,8/12/2011,10/19/2011,10/19/2011,10/19/2011,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20,1850,53650,29,1.45,Chembio Diagnostics Sys. Inc.,Yes,592,2951.78,88.52,4.986114865,5.501919851,0,Billable,AIR,,,
46673,116-ZA-T30,FPQ-12522,SCMS-199280,ASN-24433,South Africa,PMO - US,Direct Drop,DDP,Truck,0,7/11/2013,8/13/2013,2/7/2014,2/7/2014,2/7/2014,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,189,6189.33,32.75,0.55,Hetero Unit III Hyderabad IN,No,Weight Captured Separately,Freight Included in Commodity Cost,7.66,#VALUE!,#VALUE!,0,Non-Billable,TRUCK,,,
46688,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28034,South Africa,PMO - US,Direct Drop,DDP,Truck,0,7/11/2013,8/29/2014,8/29/2014,8/29/2014,8/29/2014,ARV,Adult,S. BUYS WHOLESALER,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,88,1722.87,19.58,0.33,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,2.13,#VALUE!,#VALUE!,0,Non-Billable,TRUCK,,,
46726,114-UG-T30,FPQ-8498,SCMS-126390,ASN-13435,Uganda,PMO - US,Direct Drop,DDP,Air,0,10/18/2011,10/31/2011,1/6/2012,1/6/2012,1/6/2012,ARV,Adult,ASPEN PHARMACARE,"Etravirine 100mg [Intelence], tablets, 120 Tabs",Etravirine,Intelence,100mg,Tablet,120,83,6811.81,82.07,0.68,"Janssen-Cilag, Latina, IT",Yes,16,375,11.24,23.4375,5.505144741,0,Billable,AIR,,,
46727,109-TZ-T30,FPQ-10619,SCMS-161830,ASN-17464,Tanzania,PMO - US,Direct Drop,EXW,Air,0,9/13/2012,10/4/2012,12/31/2012,12/31/2012,12/31/2012,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,2264,181120,80,0.8,"Alere Medical Co., Ltd.",Yes,980,18638.44,253.93,19.01881633,10.29065813,0,Billable,AIR,,,
46742,108-VN-T30,FPQ-13034,SCMS-210070,ASN-25784,Vietnam,PMO - US,Direct Drop,EXW,Air,0,10/4/2013,10/7/2013,6/6/2014,6/6/2014,6/9/2014,ARV,Adult,EMCURE PHARMACEUTICALS LTD,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,12937,29755.1,2.3,0.04,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,875,2181.91,36.81,2.493611429,7.332894193,0,Billable,AIR,,,
46844,104-CI-T30,FPQ-4486,SCMS-57040,ASN-6084,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,11/5/2009,11/6/2009,3/2/2010,3/2/2010,3/2/2010,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20,3049,82323,27,1.35,Chembio Diagnostics Sys. Inc.,Yes,904,7208,177.49,7.973451327,8.755754771,0,Billable,AIR,,,
46848,108-VN-T30,FPQ-10286,SCMS-156250,ASN-17673,Vietnam,PMO - US,Direct Drop,EXW,Air,0,7/25/2012,8/15/2012,2/4/2013,2/4/2013,2/4/2013,ARV,Pediatric,MICRO LABS LIMITED,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,298,1317.16,4.42,0.05,"Micro labs, Verna, Goa, India",No,See ASN-17673 (ID#:36978),See ASN-17673 (ID#:36978),1.85,#VALUE!,#VALUE!,0,Non-Billable,AIR,,,
46858,111-MZ-T30,FPQ-10369,SCMS-157230,ASN-16634,Mozambique,PMO - US,Direct Drop,EXW,Air,0,7/23/2012,8/22/2012,10/18/2012,10/18/2012,10/18/2012,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,N/A,Test kit - Ancillary,1,215,1075,5,5,"Alere Medical Co., Ltd.",Yes,41,1001.02,1.51,24.41512195,93.11813953,0,Billable,AIR,,,
46860,108-VN-T30,FPQ-5899,SCMS-77470,ASN-8455,Vietnam,PMO - US,Direct Drop,EXW,Air,0,6/23/2010,7/1/2010,10/25/2010,10/25/2010,10/25/2010,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,24000,264000,11,0.18,"Strides, Bangalore, India.",Yes,2769,10546.68,569.18,3.808840737,3.994954545,0,Billable,AIR,,,
46867,114-UG-T30,FPQ-15314,SCMS-264750,ASN-31497,Uganda,PMO - US,Direct Drop,EXW,Air,0,11/11/2014,12/4/2014,5/5/2015,5/5/2015,5/5/2015,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,6118,489440,80,0.8,"Alere Medical Co., Ltd.",Yes,2477,19775.55,576.07,7.983669762,4.040444181,0,Billable,AIR,,,
46869,104-CI-T30,FPQ-14253,SCMS-243780,ASN-30382,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,5/14/2014,7/9/2014,2/20/2015,2/20/2015,2/23/2015,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25,1400,28700,20.5,0.82,"Standard Diagnostics, Korea",Yes,437,5408.93,29.5,12.37741419,18.84644599,0,Billable,AIR,,,
46875,113-ZW-T30,FPQ-13669,SCMS-225830,ASN-26283,Zimbabwe,PMO - US,Direct Drop,EXW,Air,0,2/3/2014,2/12/2014,6/18/2014,6/18/2014,6/25/2014,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,8787,702960,80,0.8,"Alere Medical Co., Ltd.",Yes,3567,51732.62,722.64,14.50311747,7.35925515,0,Billable,AIR,,,
46895,133-NG-T30,FPQ-12812,SCMS-210341,ASN-24162,Nigeria,PMO - US,Direct Drop,EXW,Air,0,8/13/2013,11/1/2013,2/6/2014,2/6/2014,2/7/2014,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20,3487,111584,32,1.6,Chembio Diagnostics Sys. Inc.,Yes,1252,5850.25,138.03,4.672723642,5.24291117,0,Billable,AIR,,,
46897,108-VN-T30,FPQ-12539,SCMS-199840,ASN-23174,Vietnam,PMO - US,Direct Drop,EXW,Air,0,7/11/2013,7/25/2013,1/8/2014,1/8/2014,1/8/2014,ARV,Adult,HETERO LABS LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,12693,45060.15,3.55,0.12,Hetero Unit III Hyderabad IN,Yes,975,2048.91,55.74,2.101446154,4.547055436,0,Billable,AIR,,,
46942,161-ZA-T30,FPQ-5648,SCMS-75530,ASN-7959,South Africa,PMO - US,Direct Drop,DDP,Air,0,6/2/2010,6/16/2010,10/13/2010,10/13/2010,10/13/2010,ARV,Adult,CIPLA LIMITED,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,10000,172800,17.28,0.29,"Cipla, Patalganga, India",Yes,1087,2531.3,372.56,2.328702852,1.464872685,0,Billable,AIR,,,
46956,119-NA-T30,FPQ-7007,SCMS-98340,ASN-10065,Namibia,PMO - US,Direct Drop,EXW,Air,0,1/13/2011,2/2/2011,3/22/2011,3/22/2011,3/22/2011,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100,150,11655,77.7,0.78,Inverness Japan,Yes,34,947.35,19.23,27.86323529,8.128271128,0,Billable,AIR,,,
46987,109-TZ-T30,FPQ-10619,SCMS-161830,ASN-17466,Tanzania,PMO - US,Direct Drop,EXW,Air,0,9/13/2012,10/4/2012,12/31/2012,12/31/2012,12/31/2012,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,2352,188160,80,0.8,"Alere Medical Co., Ltd.",Yes,1016,19026.72,263.8,18.72708661,10.1119898,0,Billable,AIR,,,
47025,161-ZA-T30,FPQ-5303,SCMS-68860,ASN-6883,South Africa,PMO - US,Direct Drop,DDP,Air,0,3/18/2010,3/19/2010,6/1/2010,6/1/2010,6/1/2010,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,34044,158985.48,4.67,0.16,"Aurobindo Unit III, India",Yes,2892,6105.79,342.77,2.111269018,3.840470211,0,Billable,AIR,,,
47035,103-AO-T30,FPQ-11252,SCMS-171790,ASN-17969,Angola,PMO - US,Direct Drop,EXW,Air,0,12/12/2012,1/11/2013,3/12/2013,3/12/2013,3/12/2013,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,360,806.4,2.24,0.07,"Aurobindo Unit III, India",Yes,21,840.17,1,40.00809524,104.187748,0,Billable,AIR,,,
47048,105-GY-T30,FPQ-7619,SCMS-111220,ASN-11550,Guyana,PMO - US,Direct Drop,FCA,Air,0,5/30/2011,6/15/2011,8/5/2011,8/5/2011,8/5/2011,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1324,108832.8,82.2,0.68,ABBVIE Ludwigshafen Germany,Yes,334,2171.57,179.57,6.501706587,1.995326776,0,Billable,AIR,,,
47050,111-MZ-T30,FPQ-8116,SCMS-118360,ASN-12611,Mozambique,PMO - US,Direct Drop,EXW,Air,0,8/4/2011,8/24/2011,12/12/2011,12/12/2011,12/12/2011,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100,7587,589509.9,77.7,0.78,Inverness Japan,Yes,1306,26532.85,972.69,20.31611792,4.500831962,0,Billable,AIR,,,
47077,114-UG-T30,FPQ-15303,SCMS-264962,ASN-32534,Uganda,PMO - US,Direct Drop,EXW,Air,0,11/11/2014,11/25/2014,6/15/2015,6/15/2015,6/15/2015,ARV,Adult,EMCURE PHARMACEUTICALS LTD,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,9235,166230,18,0.6,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,1197,5375.13,195.65,4.490501253,3.233549901,0,Billable,AIR,,,
47084,116-ZA-T30,FPQ-14942,SCMS-295800,ASN-33865,South Africa,PMO - US,Direct Drop,DDP,Truck,0,9/11/2014,8/24/2015,8/24/2015,8/24/2015,8/24/2015,ARV,Adult,PHARMACY DIRECT,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,30,445.57,14.85,0.5,Mylan (formerly Matrix) Nashik,No,Weight Captured Separately,Freight Included in Commodity Cost,0.46,#VALUE!,#VALUE!,0,Non-Billable,TRUCK,,,
